Interaction_ID,Customer_ID,Interaction_Date,Channel,Team,Customer_Segment,Issue_Category,Priority,Agent_ID,Previous_Interactions,Response_Time_Min,Resolution_Time_Min,Escalated,FCR,CSAT,Resolution_Status,SLA_Breached
INT107088,CUST17544,2025-05-10 00:00:00,Email,Billing,Small Business,Technical Issue,Medium,AG109,3,202.0,57.9,0,0,4.0,Resolved,1
INT122318,CUST18925,2025-05-10 01:00:00,Social Media,Technical Support,Small Business,Product Inquiry,Low,AG178,2,75.2,102.7,0,1,4.0,Pending,0
INT128969,CUST18410,2025-05-10 01:00:00,Email,Tier 1 Support,Consumer,Product Inquiry,Medium,AG141,1,265.4,62.3,1,1,3.0,Transferred,1
INT119083,CUST13530,2025-05-10 01:00:00,Chat,Technical Support,Enterprise,Refund,Medium,AG178,1,54.7,150.4,0,1,5.0,Pending,0
INT102810,CUST16556,2025-05-10 01:00:00,Phone,Tier 1 Support,Premium,Technical Issue,High,AG105,1,38.0,60.0,0,0,4.0,Resolved,0
INT128674,CUST17031,2025-05-10 01:00:00,Phone,Tier 1 Support,Consumer,Delivery,Medium,AG131,2,23.2,64.6,0,1,5.0,Pending,0
INT117198,CUST18065,2025-05-10 02:00:00,Phone,Billing,Small Business,Technical Issue,Medium,AG135,6,54.2,106.9,0,1,5.0,Resolved,0
INT118831,CUST14482,2025-05-10 03:00:00,Email,Billing,Consumer,Technical Issue,Medium,AG147,2,195.7,118.2,1,1,3.0,Transferred,1
INT100143,CUST11783,2025-05-10 03:00:00,Chat,Technical Support,Consumer,Technical Issue,Low,AG159,0,24.9,202.6,0,1,4.0,Resolved,0
INT118841,CUST17084,2025-05-10 05:00:00,Chat,Technical Support,Consumer,Delivery,Medium,AG173,1,40.1,163.0,0,1,5.0,Resolved,0
INT106420,CUST11215,2025-05-10 07:00:00,Chat,Tier 1 Support,Consumer,Refund,Medium,AG167,1,31.6,113.4,0,1,5.0,Resolved,0
INT100148,CUST14346,2025-05-10 08:00:00,Email,Tier 1 Support,Small Business,Refund,Medium,AG158,1,211.1,109.2,0,1,4.0,Resolved,1
INT105434,CUST13671,2025-05-10 08:00:00,Phone,Tier 1 Support,Premium,Delivery,Low,AG166,2,39.8,80.5,0,1,5.0,Resolved,0
INT113956,CUST10208,2025-05-10 08:00:00,Email,Retention,Consumer,Account Access,Low,AG135,0,207.5,76.4,0,1,4.0,Resolved,0
INT123302,CUST14016,2025-05-10 08:00:00,Phone,Tier 1 Support,Consumer,Delivery,High,AG129,1,23.0,70.8,0,1,4.0,Resolved,0
INT119857,CUST12632,2025-05-10 11:00:00,Chat,Retention,Consumer,Account Access,Low,AG136,2,24.6,69.9,0,0,4.0,Resolved,0
INT120604,CUST16858,2025-05-10 11:00:00,Email,Tier 1 Support,Consumer,Refund,Medium,AG109,1,203.2,47.8,0,1,4.0,Resolved,1
INT100348,CUST16460,2025-05-10 12:00:00,Email,Tier 1 Support,Consumer,Cancellation,Medium,AG135,2,188.1,49.7,0,1,4.0,Resolved,1
INT105240,CUST14122,2025-05-10 13:00:00,Phone,Tier 2 Support,Consumer,Product Inquiry,Medium,AG148,2,63.9,145.4,0,0,4.0,Resolved,0
INT106431,CUST16264,2025-05-10 13:00:00,Web,Technical Support,Enterprise,Delivery,Medium,AG117,4,49.1,130.1,1,0,3.0,Pending,0
INT114166,CUST16745,2025-05-10 13:00:00,Email,Tier 1 Support,Enterprise,Billing,Critical,AG164,1,197.4,69.1,1,0,3.0,Transferred,1
INT111215,CUST11628,2025-05-10 14:00:00,Phone,Tier 1 Support,Premium,Refund,High,AG174,2,45.4,53.9,0,1,4.0,Resolved,0
INT129978,CUST18217,2025-05-10 14:00:00,Chat,Retention,Premium,Product Inquiry,Low,AG180,2,23.5,101.7,1,1,4.0,Resolved,0
INT104157,CUST18816,2025-05-10 16:00:00,Phone,Technical Support,Premium,Account Access,High,AG109,4,56.8,176.4,1,1,4.0,Pending,0
INT106608,CUST14947,2025-05-10 17:00:00,Phone,Technical Support,Consumer,Product Inquiry,Low,AG156,1,26.0,182.3,0,1,5.0,Resolved,0
INT108730,CUST14064,2025-05-10 18:00:00,Email,Tier 2 Support,Consumer,Billing,Low,AG104,3,198.4,96.0,0,1,4.0,Resolved,0
INT122543,CUST14041,2025-05-10 18:00:00,Social Media,Billing,Small Business,Delivery,Medium,AG157,3,80.6,70.8,0,1,5.0,Resolved,0
INT124336,CUST13517,2025-05-10 20:00:00,Email,Technical Support,Consumer,Account Access,Medium,AG113,4,222.7,176.0,0,1,4.0,Resolved,1
INT120199,CUST15406,2025-05-10 20:00:00,Phone,Tier 1 Support,Enterprise,Product Inquiry,Low,AG145,1,35.3,42.9,0,1,5.0,Resolved,0
INT115389,CUST14217,2025-05-10 20:00:00,Chat,Billing,Consumer,Billing,Critical,AG178,1,26.5,105.2,0,0,4.0,Resolved,0
INT110000,CUST14790,2025-05-10 21:00:00,Chat,Tier 1 Support,Enterprise,Technical Issue,Medium,AG147,1,11.6,72.3,0,1,5.0,Resolved,0
INT102317,CUST16843,2025-05-10 21:00:00,Web,Tier 1 Support,Enterprise,Product Inquiry,High,AG104,2,51.9,75.8,0,0,5.0,Resolved,0
INT126767,CUST13418,2025-05-10 21:00:00,Email,Billing,Consumer,Product Inquiry,Low,AG139,0,211.1,110.3,0,1,4.0,Resolved,0
INT120718,CUST12381,2025-05-10 22:00:00,Phone,Retention,Small Business,Refund,Medium,AG163,2,23.0,91.8,0,1,5.0,Resolved,0
INT112940,CUST13239,2025-05-10 22:00:00,Phone,Billing,Small Business,Account Access,Medium,AG130,3,42.7,95.5,0,0,4.0,Resolved,0
INT115701,CUST12151,2025-05-10 22:00:00,Chat,Tier 1 Support,Small Business,Account Access,Medium,AG137,1,32.2,68.2,0,0,4.0,Resolved,0
INT104507,CUST15674,2025-05-10 23:00:00,Email,Billing,Consumer,Technical Issue,Medium,AG136,0,243.9,63.5,1,0,3.0,Resolved,1
INT121331,CUST14453,2025-05-10 23:00:00,Chat,Billing,Enterprise,Complaint,Low,AG113,2,41.3,81.1,0,1,4.0,Pending,0
INT122953,CUST17709,2025-05-11 00:00:00,Web,Tier 1 Support,Enterprise,Delivery,Medium,AG119,3,71.7,70.9,0,0,3.0,Resolved,0
INT121799,CUST11996,2025-05-11 00:00:00,Email,Tier 1 Support,Consumer,Refund,Low,AG148,4,192.0,36.8,0,1,5.0,Resolved,0
INT107238,CUST17468,2025-05-11 01:00:00,Web,Tier 1 Support,Consumer,Refund,Low,AG111,3,61.7,41.5,0,0,4.0,Pending,0
INT108976,CUST14802,2025-05-11 02:00:00,Web,Tier 2 Support,Consumer,Complaint,Low,AG113,1,75.9,99.9,0,1,4.0,Resolved,0
INT120750,CUST13773,2025-05-11 03:00:00,Phone,Tier 1 Support,Small Business,Complaint,Medium,AG112,1,20.5,54.2,0,0,5.0,Resolved,0
INT118948,CUST13906,2025-05-11 03:00:00,Phone,Tier 1 Support,Small Business,Cancellation,Medium,AG104,2,80.1,52.5,0,0,3.0,Resolved,0
INT110609,CUST15831,2025-05-11 03:00:00,Social Media,Billing,Consumer,Product Inquiry,Medium,AG161,3,84.9,78.6,0,0,4.0,Resolved,0
INT122823,CUST14757,2025-05-11 03:00:00,Phone,Retention,Consumer,Refund,Medium,AG116,1,38.2,97.1,0,1,4.0,Resolved,0
INT128898,CUST10370,2025-05-11 03:00:00,Phone,Tier 2 Support,Consumer,Complaint,High,AG127,1,53.5,227.7,0,0,4.0,Resolved,0
INT117035,CUST17410,2025-05-11 04:00:00,Email,Billing,Consumer,Billing,Medium,AG145,4,204.8,84.6,0,1,4.0,Resolved,1
INT100540,CUST18711,2025-05-11 04:00:00,Social Media,Tier 1 Support,Consumer,Technical Issue,Low,AG131,2,78.0,30.5,0,1,5.0,Resolved,0
INT102642,CUST11051,2025-05-11 04:00:00,Chat,Retention,Consumer,Product Inquiry,Medium,AG168,4,65.0,105.5,0,1,4.0,Resolved,0
INT107839,CUST10599,2025-05-11 04:00:00,Email,Billing,Consumer,Technical Issue,Medium,AG145,2,207.6,61.0,0,0,4.0,Resolved,1
INT117124,CUST16029,2025-05-11 06:00:00,Phone,Tier 1 Support,Consumer,Technical Issue,Low,AG151,3,23.0,31.8,0,1,5.0,Resolved,0
INT112528,CUST16866,2025-05-11 06:00:00,Email,Tier 1 Support,Small Business,Complaint,Low,AG146,2,203.4,95.4,1,1,3.0,Pending,0
INT127904,CUST16603,2025-05-11 07:00:00,Email,Tier 1 Support,Enterprise,Refund,High,AG161,2,205.2,58.1,0,1,4.0,Resolved,1
INT109810,CUST14336,2025-05-11 07:00:00,Web,Technical Support,Consumer,Account Access,Medium,AG126,4,63.4,123.5,0,1,5.0,Resolved,0
INT106529,CUST14313,2025-05-11 09:00:00,Chat,Technical Support,Consumer,Account Access,High,AG149,0,40.4,170.6,0,1,5.0,Resolved,0
INT109503,CUST11729,2025-05-11 09:00:00,Phone,Tier 1 Support,Consumer,Billing,Medium,AG111,0,25.9,45.4,0,1,5.0,Resolved,0
INT108678,CUST16897,2025-05-11 09:00:00,Email,Tier 2 Support,Consumer,Product Inquiry,Medium,AG132,1,209.4,93.0,0,1,5.0,Resolved,1
INT112738,CUST15582,2025-05-11 09:00:00,Web,Billing,Consumer,Delivery,High,AG103,5,76.8,87.4,0,0,5.0,Resolved,1
INT113579,CUST13235,2025-05-11 10:00:00,Chat,Technical Support,Consumer,Billing,High,AG112,5,19.4,234.4,0,0,3.0,Resolved,0
INT123127,CUST18963,2025-05-11 10:00:00,Chat,Tier 2 Support,Consumer,Product Inquiry,Low,AG139,2,25.0,77.3,0,1,4.0,Resolved,0
INT114066,CUST10392,2025-05-11 11:00:00,Chat,Tier 2 Support,Consumer,Account Access,Medium,AG150,1,37.4,120.2,0,1,5.0,Resolved,0
INT123088,CUST12918,2025-05-11 11:00:00,Email,Tier 2 Support,Premium,Refund,Medium,AG125,2,222.7,112.9,0,1,4.0,Resolved,1
INT117181,CUST15304,2025-05-11 12:00:00,Phone,Tier 1 Support,Consumer,Account Access,High,AG120,0,17.1,58.5,1,0,3.0,Resolved,0
INT126469,CUST16474,2025-05-11 13:00:00,Email,Tier 1 Support,Small Business,Technical Issue,Medium,AG110,3,218.1,45.7,0,1,4.0,Resolved,1
INT112133,CUST14738,2025-05-11 13:00:00,Chat,Retention,Premium,Technical Issue,Medium,AG123,2,32.1,87.7,0,1,5.0,Resolved,0
INT113463,CUST15854,2025-05-11 13:00:00,Chat,Tier 1 Support,Consumer,Billing,Medium,AG163,2,16.4,54.1,0,0,4.0,Resolved,0
INT129598,CUST15213,2025-05-11 14:00:00,Chat,Billing,Enterprise,Refund,Medium,AG124,2,18.4,159.6,0,1,4.0,Resolved,0
INT123267,CUST13385,2025-05-11 14:00:00,Email,Technical Support,Enterprise,Billing,Low,AG122,4,203.1,122.0,0,1,4.0,Resolved,0
INT104291,CUST11951,2025-05-11 14:00:00,Email,Billing,Small Business,Technical Issue,Low,AG171,1,217.5,58.8,0,1,5.0,Resolved,0
INT106312,CUST18303,2025-05-11 15:00:00,Email,Tier 1 Support,Consumer,Refund,Medium,AG112,1,246.6,54.5,1,1,4.0,Pending,1
INT117083,CUST15270,2025-05-11 16:00:00,Email,Retention,Consumer,Refund,Low,AG124,1,197.2,104.0,0,1,4.0,Pending,0
INT106391,CUST13398,2025-05-11 16:00:00,Web,Technical Support,Premium,Product Inquiry,Medium,AG144,2,28.4,141.3,0,1,5.0,Resolved,0
INT123999,CUST11178,2025-05-11 17:00:00,Email,Tier 2 Support,Premium,Product Inquiry,Medium,AG141,1,190.9,111.9,0,0,3.0,Resolved,1
INT103698,CUST14324,2025-05-11 17:00:00,Phone,Tier 1 Support,Consumer,Billing,Low,AG105,1,19.4,59.4,0,0,4.0,Resolved,0
INT103016,CUST12428,2025-05-11 18:00:00,Email,Tier 2 Support,Consumer,Product Inquiry,Medium,AG113,2,199.2,120.5,0,1,4.0,Resolved,1
INT127689,CUST10309,2025-05-11 18:00:00,Email,Tier 2 Support,Consumer,Complaint,Medium,AG118,2,207.6,120.1,0,1,3.0,Resolved,1
INT113288,CUST11657,2025-05-11 18:00:00,Email,Tier 1 Support,Consumer,Account Access,Medium,AG151,2,197.3,75.4,0,1,4.0,Resolved,1
INT107863,CUST11448,2025-05-11 18:00:00,Chat,Tier 2 Support,Small Business,Product Inquiry,High,AG175,4,19.1,144.1,0,1,4.0,Resolved,0
INT122039,CUST14728,2025-05-11 19:00:00,Chat,Tier 1 Support,Consumer,Technical Issue,Low,AG107,0,41.3,60.3,0,1,5.0,Resolved,0
INT119882,CUST17909,2025-05-11 19:00:00,Phone,Technical Support,Consumer,Delivery,Medium,AG103,1,74.7,162.3,0,1,4.0,Resolved,0
INT113296,CUST11625,2025-05-11 19:00:00,Web,Technical Support,Small Business,Refund,Medium,AG127,1,41.1,153.6,0,1,5.0,Resolved,0
INT129371,CUST12921,2025-05-11 20:00:00,Email,Tier 1 Support,Consumer,Cancellation,Low,AG147,2,245.1,35.4,1,1,3.0,Resolved,1
INT108702,CUST11621,2025-05-11 20:00:00,Phone,Tier 1 Support,Premium,Billing,Low,AG160,1,30.2,44.9,0,1,5.0,Resolved,0
INT100819,CUST18210,2025-05-11 21:00:00,Social Media,Technical Support,Small Business,Complaint,Medium,AG148,0,92.1,162.7,1,1,3.0,Resolved,0
INT123473,CUST10430,2025-05-11 23:00:00,Phone,Billing,Small Business,Billing,Medium,AG124,1,77.3,102.8,0,1,5.0,Resolved,0
INT107532,CUST11814,2025-05-12 00:00:00,Phone,Retention,Consumer,Technical Issue,Medium,AG173,3,33.4,101.3,0,0,4.0,Resolved,0
INT102360,CUST17300,2025-05-12 00:00:00,Social Media,Technical Support,Small Business,Complaint,Low,AG163,4,86.5,114.2,0,1,4.0,Resolved,0
INT112420,CUST12755,2025-05-12 00:00:00,Chat,Technical Support,Premium,Billing,Medium,AG148,4,16.9,147.7,0,1,4.0,Resolved,0
INT122572,CUST12844,2025-05-12 00:00:00,Email,Retention,Consumer,Account Access,Medium,AG116,4,201.5,90.0,1,1,2.0,Transferred,1
INT110346,CUST14894,2025-05-12 01:00:00,Email,Tier 1 Support,Consumer,Delivery,Low,AG133,0,217.3,83.7,0,1,3.0,Resolved,0
INT122952,CUST16592,2025-05-12 01:00:00,Phone,Billing,Consumer,Billing,Low,AG155,2,42.7,57.4,1,0,3.0,Resolved,0
INT119199,CUST12601,2025-05-12 01:00:00,Email,Tier 1 Support,Premium,Product Inquiry,Medium,AG143,2,188.3,58.1,0,1,4.0,Resolved,1
INT114454,CUST14755,2025-05-12 02:00:00,Social Media,Tier 1 Support,Consumer,Product Inquiry,Medium,AG163,1,107.8,53.7,0,1,5.0,Resolved,0
INT129713,CUST15298,2025-05-12 03:00:00,Email,Technical Support,Premium,Complaint,Medium,AG113,1,232.2,172.3,0,0,3.0,Resolved,1
INT100599,CUST16434,2025-05-12 03:00:00,Web,Tier 2 Support,Enterprise,Product Inquiry,High,AG130,2,97.7,161.0,1,1,5.0,Resolved,1
INT113740,CUST13007,2025-05-12 04:00:00,Web,Tier 1 Support,Small Business,Delivery,Medium,AG155,2,41.4,43.4,0,1,5.0,Resolved,0
INT114492,CUST11772,2025-05-12 04:00:00,Email,Tier 1 Support,Consumer,Technical Issue,Low,AG164,4,253.0,43.4,0,1,4.0,Resolved,1
INT112436,CUST12401,2025-05-12 04:00:00,Chat,Tier 1 Support,Consumer,Billing,Medium,AG157,1,44.4,99.9,0,1,5.0,Resolved,0
INT113756,CUST14424,2025-05-12 04:00:00,Email,Technical Support,Consumer,Technical Issue,Low,AG103,1,220.6,111.5,0,0,3.0,Resolved,0
INT109496,CUST17017,2025-05-12 05:00:00,Chat,Tier 2 Support,Consumer,Technical Issue,Medium,AG174,0,49.8,124.9,0,1,5.0,Pending,0
INT108401,CUST13673,2025-05-12 06:00:00,Phone,Billing,Small Business,Delivery,Low,AG167,3,31.3,59.2,0,1,5.0,Resolved,0
INT125563,CUST18748,2025-05-12 07:00:00,Chat,Technical Support,Premium,Delivery,Low,AG159,2,26.0,140.1,0,1,5.0,Resolved,0
INT109419,CUST18059,2025-05-12 07:00:00,Email,Tier 1 Support,Premium,Account Access,Medium,AG135,5,213.7,49.3,0,1,5.0,Resolved,1
INT100078,CUST14720,2025-05-12 08:00:00,Phone,Tier 1 Support,Consumer,Account Access,Medium,AG153,0,61.2,64.4,0,1,5.0,Resolved,0
INT122191,CUST12944,2025-05-12 09:00:00,Email,Tier 1 Support,Premium,Delivery,High,AG163,2,197.9,51.6,1,1,3.0,Resolved,1
INT108501,CUST13487,2025-05-12 09:00:00,Social Media,Tier 1 Support,Premium,Cancellation,Medium,AG154,0,86.4,59.9,0,0,4.0,Resolved,0
INT117671,CUST12676,2025-05-12 10:00:00,Chat,Tier 2 Support,Premium,Account Access,Medium,AG136,3,66.8,118.0,0,1,4.0,Resolved,0
INT106331,CUST11165,2025-05-12 11:00:00,Social Media,Technical Support,Premium,Product Inquiry,Low,AG161,5,69.5,162.8,0,0,4.0,Pending,0
INT104235,CUST15182,2025-05-12 11:00:00,Email,Technical Support,Premium,Complaint,High,AG173,2,210.2,214.2,0,1,3.0,Resolved,1
INT102212,CUST15495,2025-05-12 11:00:00,Chat,Technical Support,Small Business,Product Inquiry,Medium,AG127,1,10.0,136.3,0,0,5.0,Resolved,0
INT102497,CUST14508,2025-05-12 11:00:00,Phone,Tier 2 Support,Consumer,Technical Issue,Medium,AG131,4,45.0,109.8,1,0,4.0,Resolved,0
INT121443,CUST16685,2025-05-12 11:00:00,Phone,Retention,Small Business,Account Access,Medium,AG178,3,53.4,77.7,0,1,4.0,Resolved,0
INT123798,CUST15355,2025-05-12 12:00:00,Phone,Tier 2 Support,Consumer,Refund,Medium,AG145,3,104.7,101.0,0,1,4.0,Resolved,0
INT105229,CUST12333,2025-05-12 12:00:00,Chat,Tier 1 Support,Enterprise,Delivery,Low,AG137,0,41.6,44.4,0,0,4.0,Resolved,0
INT114039,CUST15357,2025-05-12 13:00:00,Web,Tier 1 Support,Small Business,Product Inquiry,Medium,AG101,0,47.8,66.9,0,1,4.0,Resolved,0
INT101855,CUST10039,2025-05-12 13:00:00,Email,Technical Support,Consumer,Cancellation,Medium,AG150,4,223.8,135.0,0,0,4.0,Resolved,1
INT100200,CUST15516,2025-05-12 13:00:00,Chat,Tier 1 Support,Consumer,Product Inquiry,High,AG119,2,36.9,54.7,0,0,4.0,Resolved,0
INT126858,CUST13893,2025-05-12 13:00:00,Chat,Tier 1 Support,Consumer,Account Access,High,AG179,2,34.1,60.4,0,0,4.0,Resolved,0
INT108361,CUST12937,2025-05-12 14:00:00,Email,Technical Support,Consumer,Cancellation,Low,AG148,9,229.7,137.8,0,1,3.0,Resolved,0
INT120508,CUST12941,2025-05-12 14:00:00,Chat,Tier 2 Support,Small Business,Delivery,Low,AG151,0,49.0,111.8,0,1,5.0,Resolved,0
INT127103,CUST15307,2025-05-12 15:00:00,Social Media,Billing,Consumer,Delivery,Medium,AG119,1,70.7,89.0,0,1,5.0,Resolved,0
INT108063,CUST14752,2025-05-12 15:00:00,Phone,Retention,Consumer,Delivery,High,AG177,2,40.8,124.5,0,1,5.0,Resolved,0
INT109229,CUST10366,2025-05-12 15:00:00,Phone,Tier 2 Support,Consumer,Technical Issue,Low,AG167,0,26.2,94.8,0,1,4.0,Resolved,0
INT112883,CUST15883,2025-05-12 16:00:00,Email,Technical Support,Consumer,Cancellation,High,AG125,4,206.1,210.8,0,0,4.0,Resolved,1
INT108741,CUST10261,2025-05-12 17:00:00,Chat,Technical Support,Small Business,Product Inquiry,Medium,AG156,3,55.0,143.5,0,1,5.0,Pending,0
INT110839,CUST10223,2025-05-12 17:00:00,Social Media,Tier 1 Support,Enterprise,Refund,Medium,AG102,0,74.4,79.4,0,0,4.0,Resolved,0
INT105123,CUST12610,2025-05-12 18:00:00,Chat,Tier 1 Support,Consumer,Billing,Low,AG136,4,31.3,48.6,0,0,5.0,Resolved,0
INT104446,CUST18426,2025-05-12 18:00:00,Social Media,Tier 1 Support,Consumer,Refund,Medium,AG126,2,72.5,80.2,0,1,5.0,Resolved,0
INT118565,CUST11463,2025-05-12 19:00:00,Phone,Tier 2 Support,Small Business,Billing,Medium,AG116,4,21.7,112.4,0,1,5.0,Resolved,0
INT105989,CUST17462,2025-05-12 19:00:00,Web,Billing,Consumer,Technical Issue,Critical,AG126,1,43.0,162.8,1,0,4.0,Pending,1
INT107019,CUST15786,2025-05-12 20:00:00,Chat,Technical Support,Consumer,Product Inquiry,Medium,AG125,1,35.7,167.0,0,1,5.0,Resolved,0
INT107658,CUST18751,2025-05-12 20:00:00,Phone,Retention,Consumer,Refund,Medium,AG138,3,47.5,72.4,0,0,4.0,Resolved,0
INT115749,CUST13476,2025-05-12 20:00:00,Phone,Tier 1 Support,Small Business,Technical Issue,Medium,AG104,6,17.6,57.7,0,1,5.0,Resolved,0
INT127528,CUST10736,2025-05-12 21:00:00,Chat,Tier 2 Support,Consumer,Account Access,Medium,AG128,2,45.7,128.9,1,1,4.0,Resolved,0
INT119676,CUST12346,2025-05-12 22:00:00,Web,Tier 1 Support,Consumer,Account Access,Low,AG103,3,85.8,78.3,0,0,3.0,Resolved,0
INT104690,CUST15022,2025-05-12 23:00:00,Chat,Tier 1 Support,Small Business,Technical Issue,Medium,AG116,1,20.5,115.2,0,1,5.0,Resolved,0
INT112334,CUST15507,2025-05-12 23:00:00,Chat,Retention,Premium,Delivery,Medium,AG163,2,40.6,91.4,0,1,4.0,Resolved,0
INT105426,CUST16868,2025-05-13 00:00:00,Phone,Tier 1 Support,Consumer,Complaint,Low,AG112,2,32.6,58.6,0,0,4.0,Resolved,0
INT125877,CUST11393,2025-05-13 00:00:00,Phone,Tier 2 Support,Premium,Product Inquiry,Medium,AG163,2,23.3,130.5,0,1,4.0,Resolved,0
INT100452,CUST17155,2025-05-13 02:00:00,Chat,Tier 2 Support,Consumer,Account Access,Medium,AG139,4,37.8,128.1,0,1,4.0,Resolved,0
INT100354,CUST13359,2025-05-13 02:00:00,Phone,Billing,Consumer,Complaint,Low,AG105,2,26.9,90.2,0,0,4.0,Resolved,0
INT110651,CUST14975,2025-05-13 02:00:00,Chat,Tier 2 Support,Consumer,Billing,Low,AG127,3,29.1,123.9,0,1,5.0,Resolved,0
INT104426,CUST11836,2025-05-13 02:00:00,Phone,Billing,Consumer,Refund,Medium,AG138,2,47.6,95.5,0,1,5.0,Resolved,0
INT124909,CUST15364,2025-05-13 03:00:00,Chat,Tier 1 Support,Consumer,Delivery,Medium,AG164,2,28.3,45.6,1,1,4.0,Transferred,0
INT105348,CUST11068,2025-05-13 03:00:00,Web,Tier 1 Support,Small Business,Delivery,High,AG174,0,119.1,85.7,0,1,5.0,Resolved,1
INT109324,CUST11686,2025-05-13 04:00:00,Chat,Tier 2 Support,Small Business,Technical Issue,Medium,AG121,2,60.8,116.0,0,1,4.0,Resolved,0
INT129051,CUST18927,2025-05-13 05:00:00,Email,Billing,Premium,Billing,High,AG119,1,238.5,102.2,1,1,3.0,Transferred,1
INT102667,CUST10408,2025-05-13 05:00:00,Chat,Billing,Small Business,Technical Issue,Medium,AG167,4,47.5,113.9,0,0,4.0,Resolved,0
INT104826,CUST13308,2025-05-13 05:00:00,Chat,Tier 2 Support,Consumer,Product Inquiry,Low,AG101,3,26.5,167.6,0,0,5.0,Resolved,0
INT124904,CUST14215,2025-05-13 06:00:00,Email,Tier 1 Support,Consumer,Technical Issue,Medium,AG147,1,211.0,83.2,0,1,4.0,Resolved,1
INT111154,CUST12451,2025-05-13 06:00:00,Web,Tier 2 Support,Consumer,Technical Issue,Medium,AG166,4,52.8,132.5,0,1,5.0,Resolved,0
INT102340,CUST10708,2025-05-13 06:00:00,Web,Tier 1 Support,Consumer,Refund,Low,AG135,2,57.3,54.7,1,1,3.0,Resolved,0
INT108738,CUST16990,2025-05-13 06:00:00,Email,Tier 2 Support,Premium,Cancellation,Low,AG137,2,197.7,83.6,0,1,5.0,Pending,0
INT120686,CUST13476,2025-05-13 06:00:00,Web,Tier 2 Support,Consumer,Product Inquiry,Low,AG106,2,45.1,135.1,0,1,5.0,Resolved,0
INT104582,CUST17507,2025-05-13 07:00:00,Social Media,Tier 1 Support,Premium,Refund,Medium,AG180,3,111.5,44.2,0,1,5.0,Resolved,0
INT112366,CUST18018,2025-05-13 07:00:00,Phone,Tier 2 Support,Consumer,Refund,Low,AG108,5,38.5,104.8,0,1,4.0,Resolved,0
INT125787,CUST13879,2025-05-13 08:00:00,Phone,Tier 1 Support,Small Business,Technical Issue,Medium,AG103,4,51.7,59.1,0,0,4.0,Resolved,0
INT115378,CUST17560,2025-05-13 08:00:00,Social Media,Tier 1 Support,Consumer,Cancellation,Medium,AG175,4,92.4,115.3,0,1,4.0,Resolved,0
INT106671,CUST13577,2025-05-13 08:00:00,Email,Technical Support,Consumer,Account Access,High,AG177,2,238.6,204.7,1,1,3.0,Resolved,1
INT101467,CUST14892,2025-05-13 09:00:00,Email,Retention,Premium,Billing,Medium,AG148,1,187.1,80.8,0,1,4.0,Resolved,1
INT101051,CUST10336,2025-05-13 09:00:00,Phone,Technical Support,Small Business,Technical Issue,Low,AG140,0,67.4,113.9,0,1,5.0,Resolved,0
INT119593,CUST14370,2025-05-13 09:00:00,Web,Tier 1 Support,Enterprise,Product Inquiry,High,AG104,0,81.6,81.6,0,0,4.0,Resolved,1
INT107039,CUST11702,2025-05-13 09:00:00,Phone,Technical Support,Consumer,Account Access,Medium,AG121,2,39.3,129.1,0,1,5.0,Resolved,0
INT107285,CUST14660,2025-05-13 10:00:00,Email,Technical Support,Premium,Delivery,Medium,AG138,3,215.2,160.7,0,1,4.0,Resolved,1
INT127285,CUST13284,2025-05-13 10:00:00,Web,Technical Support,Small Business,Billing,Medium,AG173,0,100.9,130.7,0,1,4.0,Resolved,0
INT102542,CUST12339,2025-05-13 10:00:00,Web,Billing,Enterprise,Technical Issue,Medium,AG155,1,66.1,65.2,0,1,5.0,Resolved,0
INT123043,CUST14399,2025-05-13 10:00:00,Phone,Tier 1 Support,Consumer,Refund,Medium,AG137,2,73.6,61.3,1,1,4.0,Resolved,0
INT111600,CUST12417,2025-05-13 11:00:00,Chat,Retention,Consumer,Product Inquiry,Medium,AG138,6,40.2,104.3,1,0,4.0,Transferred,0
INT102840,CUST10040,2025-05-13 11:00:00,Phone,Technical Support,Consumer,Cancellation,Medium,AG149,4,41.1,145.0,1,0,4.0,Pending,0
INT121101,CUST17219,2025-05-13 11:00:00,Email,Tier 1 Support,Enterprise,Product Inquiry,High,AG157,4,210.6,102.1,0,1,2.0,Resolved,1
INT105173,CUST10261,2025-05-13 12:00:00,Email,Tier 1 Support,Small Business,Complaint,Medium,AG152,1,232.3,42.0,1,1,2.0,Pending,1
INT119077,CUST16439,2025-05-13 14:00:00,Phone,Retention,Premium,Cancellation,Low,AG123,2,41.9,85.6,0,1,4.0,Resolved,0
INT112880,CUST12200,2025-05-13 14:00:00,Chat,Technical Support,Consumer,Complaint,Medium,AG121,3,32.1,139.7,0,1,4.0,Resolved,0
INT129062,CUST17813,2025-05-13 14:00:00,Social Media,Retention,Consumer,Refund,Medium,AG116,2,85.2,120.3,0,1,4.0,Resolved,0
INT121163,CUST11627,2025-05-13 15:00:00,Email,Technical Support,Consumer,Billing,Medium,AG165,2,185.4,139.6,1,0,2.0,Resolved,1
INT129502,CUST16467,2025-05-13 15:00:00,Phone,Tier 1 Support,Enterprise,Product Inquiry,Low,AG127,1,58.5,58.2,0,1,5.0,Pending,0
INT106386,CUST18127,2025-05-13 15:00:00,Email,Technical Support,Consumer,Delivery,High,AG109,1,200.9,210.4,1,0,2.0,Pending,1
