Interaction_ID,Date,Agent,Issue_Type,Priority,Channel,Response_Time_Minutes,Resolution_Time_Hours,Resolution_Status,FCR,Escalated,Quality_Score,CSAT,Compliance_Score
INT-02262,2025-02-01,Agent_07,Login Issue,Critical,WhatsApp,64.1,67.4,Resolved,Yes,No,73.1,4,87.6
INT-01037,2025-02-01,Agent_12,Refund Issue,High,Email,71.7,59.4,Resolved,Yes,No,76.9,5,97.7
INT-02621,2025-02-01,Agent_16,Product Defect,Medium,WhatsApp,34.8,42.5,Resolved,Yes,No,89.5,4,97.6
INT-01205,2025-02-01,Agent_07,Product Defect,High,Chat,120.5,29.4,Resolved,Yes,No,70.0,4,86.1
INT-01425,2025-02-01,Agent_16,Payment Issue,Critical,Email,97.5,50.1,Resolved,Yes,No,82.5,5,97.0
INT-01780,2025-02-01,Agent_20,Payment Issue,Medium,Chat,122.0,65.4,Escalated,Yes,Yes,89.3,5,92.7
INT-01258,2025-02-01,Agent_01,Product Defect,Medium,Phone,99.2,36.0,Resolved,Yes,No,84.2,5,88.7
INT-04638,2025-02-02,Agent_05,Refund Issue,Medium,Phone,150.1,32.7,Escalated,Yes,No,79.2,4,89.2
INT-02055,2025-02-02,Agent_09,Refund Issue,High,Chat,90.9,47.3,Resolved,Yes,No,83.6,4,98.5
INT-04613,2025-02-02,Agent_06,App Crash,High,Phone,89.3,46.5,In Progress,Yes,No,83.3,5,87.7
INT-03079,2025-02-02,Agent_07,Account Blocked,Low,Chat,91.7,10.7,In Progress,Yes,No,86.0,4,88.8
INT-01061,2025-02-02,Agent_12,Product Defect,Critical,Chat,159.2,77.8,Escalated,No,Yes,62.2,3,77.8
INT-01806,2025-02-02,Agent_16,General Inquiry,Medium,Email,122.8,13.6,Resolved,Yes,No,86.4,4,97.6
INT-00285,2025-02-02,Agent_19,Login Issue,Medium,Chat,84.9,74.1,Resolved,Yes,No,88.1,4,100.0
INT-04254,2025-02-02,Agent_19,App Crash,Low,Email,47.9,93.1,Resolved,Yes,No,86.0,4,99.7
INT-00912,2025-02-02,Agent_07,General Inquiry,High,Chat,57.8,36.5,Escalated,Yes,Yes,76.8,4,93.9
INT-00705,2025-02-02,Agent_08,Refund Issue,Low,Email,70.3,32.0,Resolved,Yes,No,90.7,5,94.5
INT-01686,2025-02-02,Agent_17,General Inquiry,Critical,WhatsApp,117.6,83.9,Escalated,No,Yes,71.1,4,85.2
INT-02390,2025-02-02,Agent_10,General Inquiry,Medium,Phone,62.9,12.5,Resolved,No,No,84.3,5,96.1
INT-01375,2025-02-02,Agent_10,Refund Issue,High,WhatsApp,59.4,38.9,Resolved,Yes,No,80.4,4,81.0
INT-00465,2025-02-02,Agent_16,App Crash,Low,Chat,72.6,26.6,Resolved,No,No,86.5,5,96.8
INT-00111,2025-02-02,Agent_13,Login Issue,Medium,Chat,55.6,27.2,In Progress,Yes,No,90.0,5,88.8
INT-00295,2025-02-02,Agent_12,Delivery Delay,Low,Chat,15.3,39.9,Resolved,Yes,No,88.8,4,97.8
INT-04321,2025-02-02,Agent_11,App Crash,Low,Email,24.2,32.9,In Progress,Yes,No,82.8,4,92.9
INT-00491,2025-02-02,Agent_16,Payment Issue,Medium,Phone,95.2,84.8,In Progress,Yes,No,79.9,5,93.5
INT-04313,2025-02-02,Agent_20,Refund Issue,Critical,Chat,161.0,40.6,Escalated,No,No,81.0,4,95.2
INT-01783,2025-02-02,Agent_09,Payment Issue,Low,Chat,129.6,23.3,Resolved,Yes,No,74.7,4,92.9
INT-03874,2025-02-02,Agent_06,Delivery Delay,Low,Email,62.5,56.2,Resolved,Yes,No,90.0,5,85.5
INT-01068,2025-02-02,Agent_08,App Crash,Medium,Email,172.5,46.5,Resolved,No,No,72.0,4,90.3
INT-01606,2025-02-02,Agent_17,General Inquiry,Medium,Chat,31.1,38.5,Resolved,Yes,No,88.1,5,90.4
INT-00102,2025-02-02,Agent_04,General Inquiry,High,Chat,149.1,26.7,Resolved,Yes,No,72.1,4,93.9
INT-02891,2025-02-02,Agent_17,Payment Issue,Low,Email,59.0,27.7,Resolved,Yes,No,98.6,5,90.6
INT-04468,2025-02-03,Agent_10,Login Issue,High,Email,28.1,33.1,Resolved,Yes,No,84.4,4,88.0
INT-04046,2025-02-03,Agent_09,Payment Issue,Low,Phone,86.6,19.8,Escalated,Yes,No,84.4,4,88.2
INT-00471,2025-02-03,Agent_05,Account Blocked,Low,Phone,60.5,24.5,Resolved,No,No,81.6,5,84.9
INT-03408,2025-02-03,Agent_07,Login Issue,Medium,Phone,108.5,56.5,Resolved,Yes,No,79.6,4,91.2
INT-00439,2025-02-03,Agent_05,General Inquiry,Low,Phone,64.4,17.9,Resolved,Yes,No,85.7,5,81.3
INT-02497,2025-02-03,Agent_05,Payment Issue,Low,Phone,55.7,21.6,Escalated,Yes,No,84.0,4,89.9
INT-00896,2025-02-03,Agent_07,App Crash,High,Chat,60.8,43.7,Resolved,Yes,No,86.7,5,94.4
INT-03646,2025-02-03,Agent_19,Payment Issue,Low,Email,47.4,24.3,Resolved,Yes,No,100.0,5,100.0
INT-02040,2025-02-03,Agent_13,Refund Issue,Medium,Chat,83.3,34.3,Escalated,Yes,Yes,78.9,3,87.7
INT-03634,2025-02-03,Agent_20,Refund Issue,Low,Chat,34.9,28.9,Escalated,Yes,No,94.6,5,99.9
INT-03665,2025-02-03,Agent_02,Delivery Delay,Low,Email,79.9,48.1,Resolved,Yes,No,88.2,4,83.5
INT-01326,2025-02-03,Agent_19,Payment Issue,Medium,Phone,57.1,18.9,Resolved,Yes,No,96.7,5,88.4
INT-03712,2025-02-03,Agent_07,Delivery Delay,Critical,Chat,108.1,79.9,Resolved,No,No,78.1,5,87.0
INT-04135,2025-02-03,Agent_03,Login Issue,Medium,Chat,38.3,44.3,In Progress,Yes,No,75.4,5,84.5
INT-00834,2025-02-03,Agent_01,General Inquiry,Medium,Phone,94.7,32.0,Escalated,Yes,Yes,71.8,3,84.7
INT-00795,2025-02-03,Agent_11,Delivery Delay,High,Phone,122.6,66.1,Escalated,Yes,Yes,72.9,4,89.2
INT-02524,2025-02-03,Agent_05,General Inquiry,Medium,Phone,149.5,53.8,Resolved,Yes,No,74.2,4,94.5
INT-01473,2025-02-03,Agent_05,Login Issue,Medium,Email,60.5,31.1,Resolved,No,No,78.1,4,95.0
INT-02150,2025-02-03,Agent_16,Login Issue,Low,Phone,119.5,23.7,Resolved,No,No,79.1,5,93.3
INT-04378,2025-02-03,Agent_03,Refund Issue,Medium,Chat,82.8,32.3,Escalated,No,Yes,57.5,3,86.2
INT-00745,2025-02-03,Agent_14,Login Issue,Low,Email,121.4,18.7,Resolved,Yes,No,80.7,5,89.0
INT-03060,2025-02-03,Agent_14,Product Defect,Medium,Email,51.5,82.2,Escalated,Yes,Yes,71.8,4,89.7
INT-02246,2025-02-04,Agent_13,Product Defect,Medium,Phone,31.1,43.7,Resolved,No,No,69.8,4,85.0
INT-00119,2025-02-04,Agent_03,General Inquiry,Low,Email,130.9,14.0,Resolved,No,No,85.3,5,94.6
INT-04549,2025-02-04,Agent_20,Product Defect,Medium,Email,95.8,46.1,Resolved,Yes,No,87.2,5,94.9
INT-04882,2025-02-04,Agent_10,Refund Issue,Low,Phone,74.6,25.5,Resolved,Yes,No,80.8,5,86.7
INT-03630,2025-02-04,Agent_05,Refund Issue,Critical,Chat,127.2,44.5,Resolved,Yes,No,74.3,4,88.3
INT-02102,2025-02-04,Agent_11,General Inquiry,High,Phone,181.7,25.5,Resolved,No,No,85.3,4,90.8
INT-01391,2025-02-04,Agent_16,Payment Issue,High,Chat,95.7,36.8,Escalated,Yes,No,76.4,4,90.8
INT-00510,2025-02-04,Agent_10,Payment Issue,Medium,Chat,33.7,39.2,Escalated,Yes,Yes,80.2,4,87.7
INT-01884,2025-02-04,Agent_13,Refund Issue,Medium,Phone,73.8,26.7,Escalated,Yes,No,85.1,5,89.3
INT-04886,2025-02-04,Agent_04,Account Blocked,High,WhatsApp,186.7,45.6,Resolved,No,No,69.0,4,95.6
INT-03198,2025-02-04,Agent_06,Refund Issue,Medium,Phone,78.3,36.9,Escalated,Yes,No,81.7,4,90.9
INT-03465,2025-02-04,Agent_15,Delivery Delay,Low,Phone,60.0,28.1,Resolved,No,No,79.4,5,95.8
INT-02002,2025-02-04,Agent_18,Refund Issue,Critical,WhatsApp,109.0,96.0,Resolved,Yes,No,67.5,4,86.9
INT-01019,2025-02-04,Agent_12,Refund Issue,High,Chat,100.8,42.7,Escalated,Yes,No,75.4,4,88.9
INT-01254,2025-02-04,Agent_09,App Crash,Medium,Chat,124.7,56.4,Resolved,No,No,77.3,4,95.5
INT-04583,2025-02-04,Agent_13,Account Blocked,Low,Phone,50.4,27.2,In Progress,Yes,No,91.4,5,92.1
INT-03185,2025-02-04,Agent_16,Payment Issue,Low,Chat,145.6,36.2,Resolved,Yes,No,97.3,5,94.5
INT-01005,2025-02-04,Agent_10,App Crash,Critical,Email,52.8,41.2,Resolved,Yes,No,75.8,4,89.2
INT-00693,2025-02-04,Agent_12,App Crash,Low,Phone,199.9,29.6,Escalated,Yes,No,87.8,5,90.5
INT-01161,2025-02-04,Agent_11,Payment Issue,Low,Email,68.9,33.1,Resolved,Yes,No,87.9,5,93.6
INT-00316,2025-02-04,Agent_15,Payment Issue,Medium,Phone,28.6,36.1,Resolved,Yes,No,83.2,5,93.9
INT-02158,2025-02-04,Agent_12,Login Issue,High,Phone,75.4,49.1,Resolved,No,No,78.2,4,92.5
INT-00059,2025-02-04,Agent_10,Refund Issue,Medium,Email,57.9,34.1,Escalated,Yes,Yes,79.6,4,88.9
INT-02797,2025-02-04,Agent_17,Account Blocked,Medium,Phone,99.6,19.6,Resolved,Yes,No,86.5,5,91.8
INT-03121,2025-02-04,Agent_13,Product Defect,Low,Email,81.3,39.3,Resolved,Yes,No,89.3,5,87.8
INT-03602,2025-02-04,Agent_16,General Inquiry,Medium,Phone,230.6,31.5,Resolved,Yes,No,85.6,3,94.5
INT-02297,2025-02-04,Agent_17,Account Blocked,Critical,Phone,166.9,66.7,Escalated,No,Yes,63.2,3,86.1
INT-04357,2025-02-04,Agent_01,Payment Issue,Medium,Phone,117.3,40.6,Resolved,Yes,No,67.1,4,90.5
INT-03254,2025-02-04,Agent_02,Login Issue,High,Phone,174.3,24.4,Resolved,No,No,68.0,4,76.6
INT-02368,2025-02-04,Agent_17,Product Defect,Medium,Phone,35.6,36.6,In Progress,Yes,No,91.6,5,91.7
INT-03810,2025-02-05,Agent_06,Payment Issue,Medium,Email,39.2,54.9,Resolved,Yes,No,76.6,4,86.0
INT-04207,2025-02-05,Agent_02,Payment Issue,Critical,Chat,96.8,81.5,Resolved,Yes,No,70.2,4,85.3
INT-04980,2025-02-05,Agent_20,Delivery Delay,Medium,Chat,52.2,77.8,Resolved,Yes,No,91.2,5,96.3
INT-02576,2025-02-05,Agent_10,Login Issue,High,Phone,85.5,29.9,In Progress,No,No,65.7,4,92.3
INT-02183,2025-02-05,Agent_04,Refund Issue,Low,Phone,207.0,19.7,Resolved,Yes,No,75.2,3,94.1
INT-01097,2025-02-05,Agent_08,General Inquiry,Critical,Phone,95.7,51.2,Resolved,No,No,70.6,5,92.8
INT-03617,2025-02-05,Agent_10,General Inquiry,Medium,Phone,100.8,39.1,Resolved,Yes,No,81.6,4,89.7
INT-04024,2025-02-05,Agent_10,Login Issue,Medium,Phone,105.8,70.0,Resolved,Yes,No,92.5,5,91.8
INT-01376,2025-02-05,Agent_02,App Crash,High,Email,223.9,42.6,In Progress,Yes,No,66.7,4,84.7
INT-04780,2025-02-05,Agent_20,Login Issue,Low,Chat,53.2,12.9,Escalated,Yes,No,100.0,5,94.8
INT-02828,2025-02-05,Agent_13,General Inquiry,Critical,Phone,95.0,56.3,Resolved,Yes,No,78.3,4,88.9
INT-04716,2025-02-05,Agent_05,Account Blocked,High,Chat,69.1,36.3,Resolved,No,No,74.4,5,92.6
INT-01356,2025-02-05,Agent_06,Payment Issue,High,Chat,59.1,31.5,Escalated,Yes,Yes,69.8,4,89.9
INT-00371,2025-02-05,Agent_06,General Inquiry,High,Chat,62.1,47.1,Resolved,Yes,No,80.9,5,93.7
INT-04570,2025-02-05,Agent_02,Payment Issue,Low,Chat,85.7,57.0,Resolved,Yes,No,76.2,5,83.2
INT-00851,2025-02-05,Agent_13,General Inquiry,Low,Chat,63.2,27.3,Resolved,Yes,No,100.0,5,100.0
INT-00534,2025-02-05,Agent_09,Payment Issue,Critical,Email,84.7,46.9,Resolved,Yes,No,84.5,5,88.6
INT-01276,2025-02-05,Agent_20,Delivery Delay,Critical,Email,96.7,53.4,Escalated,Yes,No,79.3,5,100.0
INT-02143,2025-02-05,Agent_02,Refund Issue,Medium,Chat,48.8,39.5,Escalated,No,No,68.6,4,90.7
INT-02265,2025-02-05,Agent_20,Payment Issue,Medium,Email,47.1,36.1,Resolved,Yes,No,89.4,4,91.7
INT-00930,2025-02-05,Agent_20,General Inquiry,High,Email,104.4,28.4,Escalated,No,No,77.4,5,89.8
INT-00143,2025-02-05,Agent_18,App Crash,Medium,Phone,83.4,21.3,Resolved,No,No,85.6,5,94.9
INT-02304,2025-02-05,Agent_15,Product Defect,High,Phone,119.5,34.7,Resolved,Yes,No,91.0,4,93.1
INT-02341,2025-02-05,Agent_07,Account Blocked,Medium,Chat,82.4,39.0,Resolved,Yes,No,84.6,4,90.7
INT-00614,2025-02-05,Agent_04,Delivery Delay,Medium,Chat,64.4,29.5,Resolved,Yes,No,82.0,4,92.9
INT-01663,2025-02-06,Agent_11,Payment Issue,Critical,Email,66.5,35.4,In Progress,Yes,No,75.9,4,89.5
INT-01996,2025-02-06,Agent_03,Account Blocked,Low,Phone,80.1,36.2,In Progress,Yes,No,78.4,5,85.8
INT-04504,2025-02-06,Agent_15,Product Defect,High,Phone,93.7,86.0,Resolved,No,No,67.8,4,99.9
INT-03461,2025-02-06,Agent_09,Account Blocked,Low,Email,113.9,46.2,Resolved,Yes,No,81.3,4,91.9
INT-01316,2025-02-06,Agent_05,Payment Issue,Medium,Chat,107.6,19.1,Resolved,Yes,No,78.8,4,81.9
INT-01124,2025-02-06,Agent_14,Account Blocked,Low,Phone,124.2,66.3,Escalated,No,No,78.8,5,90.3
INT-03279,2025-02-06,Agent_14,Product Defect,Medium,Email,149.0,57.2,Escalated,No,No,82.1,4,86.9
INT-02123,2025-02-06,Agent_03,App Crash,High,Phone,97.5,49.8,Resolved,No,No,58.4,4,88.5
INT-04517,2025-02-06,Agent_05,Refund Issue,High,Email,40.4,77.3,Resolved,No,No,64.0,4,96.4
INT-01502,2025-02-06,Agent_02,Account Blocked,Medium,Phone,86.3,36.9,Resolved,Yes,No,82.7,5,89.4
INT-03619,2025-02-06,Agent_12,Login Issue,High,Chat,65.2,36.6,Resolved,No,No,77.1,5,92.6
INT-00115,2025-02-06,Agent_08,Delivery Delay,Medium,Chat,55.6,45.8,Escalated,Yes,No,79.7,4,87.5
INT-00326,2025-02-06,Agent_18,Payment Issue,Critical,WhatsApp,126.4,58.3,Resolved,Yes,No,86.2,4,88.9
INT-03622,2025-02-06,Agent_15,Account Blocked,Medium,Phone,160.8,54.5,Resolved,Yes,No,89.8,4,99.8
INT-02214,2025-02-06,Agent_13,Refund Issue,Low,Chat,79.9,24.0,Escalated,Yes,No,92.3,5,100.0
INT-01512,2025-02-06,Agent_04,Payment Issue,Medium,Phone,64.1,44.9,Escalated,Yes,No,78.3,4,86.5
INT-01589,2025-02-06,Agent_03,General Inquiry,Low,WhatsApp,106.8,27.8,Escalated,Yes,No,86.3,5,91.4
INT-02716,2025-02-06,Agent_03,Delivery Delay,Medium,WhatsApp,83.0,27.2,Escalated,Yes,Yes,62.2,3,90.1
INT-01455,2025-02-06,Agent_13,Delivery Delay,Medium,Phone,98.2,29.4,In Progress,Yes,No,78.4,5,97.0
INT-03779,2025-02-06,Agent_17,Account Blocked,Low,Phone,21.8,60.8,Resolved,Yes,No,80.8,4,85.3
INT-00964,2025-02-06,Agent_18,Login Issue,Low,Chat,159.6,48.1,Escalated,Yes,No,96.2,5,93.4
INT-01934,2025-02-06,Agent_10,General Inquiry,Medium,Chat,56.1,31.7,Resolved,Yes,No,85.0,4,92.5
INT-01877,2025-02-06,Agent_03,Delivery Delay,High,Chat,119.7,72.6,Resolved,Yes,No,70.0,4,91.6
INT-01894,2025-02-06,Agent_10,Product Defect,High,Phone,81.5,28.7,In Progress,Yes,No,74.3,4,91.2
INT-00538,2025-02-06,Agent_16,App Crash,Medium,Chat,44.8,21.5,In Progress,Yes,No,92.6,5,94.3
INT-00252,2025-02-06,Agent_09,Delivery Delay,Low,WhatsApp,13.4,17.0,Escalated,Yes,No,89.0,4,92.2
INT-01289,2025-02-06,Agent_20,Account Blocked,High,Chat,52.0,34.9,Resolved,Yes,No,86.5,5,99.3
INT-04977,2025-02-06,Agent_17,Delivery Delay,Low,Chat,93.6,16.1,In Progress,Yes,No,86.5,5,90.3
INT-02235,2025-02-06,Agent_01,Account Blocked,Medium,Phone,57.9,70.0,Resolved,No,No,66.6,4,85.5
INT-02566,2025-02-07,Agent_19,Product Defect,Medium,Chat,129.6,59.5,Escalated,Yes,Yes,85.0,4,86.8
INT-04812,2025-02-07,Agent_08,Product Defect,Medium,Chat,25.5,43.8,Resolved,Yes,No,80.3,4,92.8
INT-04539,2025-02-07,Agent_10,Login Issue,Medium,Email,30.2,37.2,Resolved,No,No,78.6,4,100.0
INT-02339,2025-02-07,Agent_14,General Inquiry,Medium,Phone,144.8,25.4,Resolved,Yes,No,86.4,4,95.2
INT-01065,2025-02-07,Agent_19,Account Blocked,Medium,Phone,41.1,28.0,Resolved,Yes,No,100.0,5,99.0
INT-04164,2025-02-07,Agent_11,General Inquiry,Medium,Phone,93.9,27.9,Resolved,Yes,No,88.8,4,91.1
INT-01106,2025-02-07,Agent_04,General Inquiry,Medium,Email,43.2,26.6,Resolved,No,No,90.2,5,86.0
INT-01077,2025-02-07,Agent_13,Product Defect,Low,Email,163.2,43.7,Resolved,Yes,No,90.9,4,92.3
INT-02926,2025-02-07,Agent_05,Account Blocked,High,Chat,38.7,28.8,Resolved,No,No,71.5,4,93.7
INT-00875,2025-02-07,Agent_11,General Inquiry,Medium,Email,165.2,49.9,In Progress,No,No,77.1,4,91.8
INT-00022,2025-02-07,Agent_18,App Crash,Low,Phone,69.7,39.3,Escalated,Yes,No,90.3,5,95.5
INT-00209,2025-02-07,Agent_08,Payment Issue,High,Email,128.7,50.6,Escalated,Yes,No,73.0,4,97.8
INT-02720,2025-02-07,Agent_01,Account Blocked,Critical,WhatsApp,233.4,46.4,In Progress,No,No,59.4,3,95.5
INT-01583,2025-02-07,Agent_15,App Crash,Medium,Email,127.2,91.2,Escalated,No,No,71.7,4,89.0
INT-00771,2025-02-07,Agent_14,Product Defect,Medium,Email,75.3,37.0,Resolved,No,No,78.8,5,92.7
INT-00301,2025-02-07,Agent_04,Product Defect,Medium,Chat,62.5,96.0,Resolved,Yes,No,73.1,4,87.5
INT-03097,2025-02-07,Agent_19,Delivery Delay,Critical,WhatsApp,147.4,46.5,Resolved,Yes,No,82.3,4,92.2
INT-04865,2025-02-07,Agent_04,Payment Issue,Low,Phone,54.1,31.3,Resolved,Yes,No,83.4,4,87.3
INT-03218,2025-02-07,Agent_14,General Inquiry,Medium,Chat,40.5,44.2,In Progress,Yes,No,89.0,4,100.0
INT-00963,2025-02-07,Agent_07,Login Issue,High,Email,44.9,46.9,Resolved,Yes,No,82.0,5,98.4
INT-03426,2025-02-07,Agent_11,General Inquiry,Low,Chat,150.9,24.2,Resolved,Yes,No,91.1,4,92.2
INT-04482,2025-02-07,Agent_15,Payment Issue,Low,Email,41.8,12.4,Resolved,Yes,No,93.2,4,90.0
INT-03117,2025-02-07,Agent_18,Product Defect,Low,Chat,157.0,13.5,Escalated,Yes,No,91.1,5,96.9
INT-03955,2025-02-07,Agent_17,Refund Issue,Low,WhatsApp,64.6,20.7,Resolved,Yes,No,94.0,5,93.3
INT-03724,2025-02-07,Agent_07,Login Issue,High,Chat,90.8,50.4,Resolved,Yes,No,74.6,4,87.8
INT-03583,2025-02-07,Agent_07,General Inquiry,Medium,Email,79.2,34.7,Resolved,Yes,No,85.3,5,94.6
INT-02019,2025-02-07,Agent_20,Delivery Delay,Medium,Phone,135.7,78.1,Resolved,Yes,No,86.4,5,94.5
INT-00991,2025-02-07,Agent_12,Account Blocked,High,Phone,108.7,59.7,Resolved,Yes,No,82.1,5,94.5
INT-03375,2025-02-07,Agent_12,Product Defect,Medium,Phone,50.6,45.9,Resolved,Yes,No,91.5,5,88.0
INT-01166,2025-02-07,Agent_19,General Inquiry,Medium,Phone,88.1,37.1,Resolved,Yes,No,84.6,5,92.9
INT-04500,2025-02-08,Agent_14,Refund Issue,Medium,Chat,91.3,43.9,Resolved,Yes,No,84.7,4,92.2
INT-00623,2025-02-08,Agent_15,General Inquiry,Medium,Phone,73.8,15.5,Resolved,No,No,87.9,4,93.6
INT-01913,2025-02-08,Agent_14,Refund Issue,Medium,Email,97.4,40.2,Escalated,Yes,No,86.4,5,86.9
INT-01051,2025-02-08,Agent_07,Account Blocked,Medium,Email,76.1,30.9,Resolved,Yes,No,84.4,4,93.0
INT-03666,2025-02-08,Agent_17,Delivery Delay,High,Chat,157.8,47.9,Resolved,Yes,No,85.4,4,98.0
INT-04584,2025-02-08,Agent_14,Payment Issue,Low,Email,100.9,9.8,Resolved,Yes,No,100.0,5,97.5
INT-01645,2025-02-08,Agent_13,General Inquiry,Medium,Email,173.0,50.2,Resolved,Yes,No,89.0,5,92.2
INT-04457,2025-02-08,Agent_15,App Crash,Medium,Phone,101.1,34.9,Resolved,Yes,No,91.7,5,88.0
INT-01699,2025-02-08,Agent_16,Account Blocked,Low,Phone,190.6,54.0,Resolved,No,No,79.2,5,86.9
INT-01638,2025-02-08,Agent_13,Account Blocked,Medium,Chat,186.7,28.4,Escalated,Yes,Yes,79.7,4,89.4
INT-00577,2025-02-08,Agent_13,Payment Issue,High,WhatsApp,183.4,37.1,Resolved,Yes,No,82.8,4,92.8
INT-02813,2025-02-08,Agent_15,Account Blocked,Medium,Email,53.8,30.8,Resolved,Yes,No,81.7,4,85.8
INT-01390,2025-02-08,Agent_19,Product Defect,Medium,Phone,82.9,27.5,In Progress,Yes,No,91.1,4,96.1
INT-00232,2025-02-08,Agent_02,General Inquiry,Low,Phone,64.2,21.3,Resolved,Yes,No,89.8,5,93.9
INT-03106,2025-02-08,Agent_13,Delivery Delay,Medium,Phone,93.3,20.9,Escalated,Yes,No,76.7,4,92.5
INT-03269,2025-02-08,Agent_14,Delivery Delay,Medium,Phone,68.1,53.1,Resolved,Yes,No,70.8,4,87.4
INT-03674,2025-02-08,Agent_13,App Crash,Low,Phone,240.0,22.9,Resolved,Yes,No,78.3,4,93.2
INT-04013,2025-02-08,Agent_07,Refund Issue,High,Chat,147.9,39.8,Resolved,No,No,68.0,4,88.3
INT-01366,2025-02-08,Agent_18,General Inquiry,High,Email,72.0,37.8,Resolved,Yes,No,97.7,5,90.1
INT-04656,2025-02-08,Agent_01,Delivery Delay,Medium,Phone,128.9,64.3,Escalated,Yes,Yes,61.7,3,79.3
INT-04575,2025-02-08,Agent_06,App Crash,Medium,Phone,106.4,58.8,Resolved,Yes,No,73.2,4,87.3
INT-00463,2025-02-08,Agent_07,App Crash,Critical,Phone,75.0,42.3,Resolved,Yes,No,81.0,5,90.7
INT-00186,2025-02-08,Agent_12,Delivery Delay,Low,Email,97.0,25.3,Resolved,Yes,No,94.0,5,96.4
INT-01481,2025-02-08,Agent_04,Account Blocked,Low,Chat,111.6,36.1,Resolved,Yes,No,77.8,4,87.7
INT-02662,2025-02-08,Agent_18,Login Issue,Medium,WhatsApp,146.8,30.2,Resolved,Yes,No,82.5,4,94.7
INT-02623,2025-02-08,Agent_15,Account Blocked,High,WhatsApp,55.1,27.1,Escalated,Yes,No,88.2,5,87.4
INT-01459,2025-02-08,Agent_12,Product Defect,Medium,Phone,103.6,35.4,In Progress,Yes,No,79.3,4,90.5
INT-00360,2025-02-08,Agent_12,Login Issue,Critical,Email,124.9,39.7,In Progress,No,No,79.5,5,84.8
INT-00749,2025-02-08,Agent_02,Delivery Delay,High,Email,119.2,36.2,Escalated,Yes,No,79.0,4,88.6
INT-02014,2025-02-08,Agent_05,General Inquiry,Medium,Phone,152.4,36.0,In Progress,Yes,No,78.1,4,89.3
INT-01034,2025-02-08,Agent_17,General Inquiry,Low,Phone,50.4,16.4,Resolved,Yes,No,93.7,5,90.0
INT-03347,2025-02-08,Agent_18,Login Issue,Low,Chat,89.1,31.1,Resolved,Yes,No,87.1,5,91.5
INT-02176,2025-02-08,Agent_20,Account Blocked,High,WhatsApp,61.1,61.4,Resolved,Yes,No,78.7,5,91.0
INT-04762,2025-02-08,Agent_02,General Inquiry,High,WhatsApp,179.1,75.2,Resolved,Yes,No,76.2,4,90.1
INT-04366,2025-02-08,Agent_03,Login Issue,Medium,Email,55.5,38.5,Resolved,No,No,67.2,4,92.5
INT-04181,2025-02-08,Agent_16,Refund Issue,High,Chat,118.9,43.9,Escalated,Yes,No,75.7,4,100.0
INT-03289,2025-02-08,Agent_18,Payment Issue,High,Email,131.2,46.8,Resolved,Yes,No,87.8,4,91.9
INT-01516,2025-02-08,Agent_10,Delivery Delay,Low,Chat,57.9,30.4,Escalated,Yes,No,88.8,5,91.7
INT-00880,2025-02-08,Agent_11,Account Blocked,High,Phone,83.5,68.4,Resolved,Yes,No,76.9,4,81.6
INT-04733,2025-02-09,Agent_19,App Crash,Low,Email,47.7,25.7,Resolved,Yes,No,100.0,4,88.7
INT-01382,2025-02-09,Agent_14,Delivery Delay,Medium,Chat,56.9,22.4,Resolved,Yes,No,88.0,5,89.6
INT-01595,2025-02-09,Agent_01,App Crash,Medium,Email,98.8,35.3,Resolved,Yes,No,73.9,4,96.6
INT-01578,2025-02-09,Agent_16,Payment Issue,Medium,Phone,64.6,30.6,Resolved,Yes,No,95.9,5,96.5
INT-01032,2025-02-09,Agent_18,Payment Issue,High,Phone,222.2,42.8,Resolved,No,No,83.3,4,100.0
INT-04103,2025-02-09,Agent_15,Account Blocked,Medium,Email,55.4,27.6,Escalated,Yes,No,83.6,4,99.0
INT-04469,2025-02-09,Agent_01,General Inquiry,Medium,Chat,125.5,59.4,Resolved,No,No,82.0,4,93.3
INT-03359,2025-02-09,Agent_02,Refund Issue,Medium,Chat,106.5,41.6,Resolved,No,No,77.5,4,93.1
INT-04129,2025-02-09,Agent_09,Account Blocked,High,Email,156.0,41.4,Resolved,No,No,63.1,4,100.0
INT-04793,2025-02-09,Agent_19,Payment Issue,Medium,Chat,191.1,32.5,Resolved,Yes,No,88.5,5,94.0
INT-04967,2025-02-09,Agent_02,Login Issue,Medium,Chat,33.2,30.4,Resolved,Yes,No,82.3,5,86.5
INT-01602,2025-02-09,Agent_01,Delivery Delay,Low,Phone,76.0,41.7,In Progress,Yes,No,73.2,5,86.4
INT-00078,2025-02-09,Agent_15,General Inquiry,Medium,Chat,159.4,18.9,Resolved,No,No,92.5,4,94.7
INT-01134,2025-02-09,Agent_13,App Crash,Low,Phone,64.0,15.0,Resolved,Yes,No,92.4,5,94.2
INT-01007,2025-02-09,Agent_10,Payment Issue,High,Chat,100.3,42.1,Resolved,Yes,No,82.6,4,88.2
INT-01604,2025-02-09,Agent_10,Login Issue,Low,Chat,126.1,31.2,Resolved,No,No,78.3,4,85.3
INT-01920,2025-02-09,Agent_07,Product Defect,Medium,WhatsApp,36.4,29.3,Resolved,Yes,No,85.4,5,98.5
INT-04990,2025-02-09,Agent_07,Login Issue,Medium,Phone,89.7,30.0,In Progress,Yes,No,92.1,5,84.3
